customerID,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,NumServices,Churn
C10866,58,Month-to-month,Bank transfer,57.89,3189.16,0,7,0
C10867,58,Month-to-month,Mailed check,89.25,5382.16,0,7,1
C10868,20,Month-to-month,Bank transfer,86.0,1860.61,0,4,0
C10869,15,Two year,Electronic check,95.05,1411.76,1,7,0
C10870,59,Month-to-month,Credit card,56.88,3286.57,1,4,1
C10871,17,Month-to-month,Credit card,67.45,1157.76,0,2,1
C10872,17,Month-to-month,Bank transfer,103.84,1803.05,0,1,1
C10873,50,Month-to-month,Electronic check,87.09,4230.91,0,8,0
C10874,68,Month-to-month,Electronic check,103.32,7293.23,0,7,0
C10875,6,One year,Mailed check,112.74,,1,4,1
C10876,1,Month-to-month,Mailed check,87.36,95.38,0,4,1
C10877,21,One year,Electronic check,60.4,1223.42,0,6,0
C10878,69,Month-to-month,Credit card,30.32,2032.07,0,2,0
C10879,40,Month-to-month,Mailed check,64.8,2669.73,0,5,0
C10880,27,Month-to-month,Credit card,118.28,3035.12,0,3,1
C10881,49,One year,Mailed check,51.87,2321.79,1,8,0
C10882,57,Month-to-month,Mailed check,69.35,3574.43,0,4,0
C10883,30,One year,Mailed check,81.22,2375.45,0,3,0
C10884,26,One year,Mailed check,112.19,2703.58,1,6,0
C10885,5,Month-to-month,Credit card,84.1,397.71,1,1,0
C10886,26,Month-to-month,Mailed check,99.75,2604.64,0,7,1
C10887,8,Two year,Electronic check,115.27,1002.99,0,3,1
C10888,70,Two year,Mailed check,42.1,3079.61,0,7,0
C10889,31,Month-to-month,Mailed check,48.92,1447.32,1,4,0
C10890,46,Month-to-month,Mailed check,66.01,3194.55,1,7,0
C10891,2,One year,Credit card,105.11,212.44,1,3,1
C10892,39,Month-to-month,Credit card,75.34,2840.26,1,2,0
C10893,24,Month-to-month,Bank transfer,68.13,1788.98,1,7,0
C10894,9,Month-to-month,Electronic check,119.23,1165.81,0,7,1
C10895,32,One year,Bank transfer,69.98,2327.35,1,6,0
C10896,31,Month-to-month,Electronic check,111.99,3608.8,1,1,0
C10897,58,Two year,Mailed check,43.94,2353.17,0,1,0
C10898,49,Month-to-month,Electronic check,70.89,3241.45,0,7,0
C10899,64,Two year,Credit card,77.78,4588.92,1,2,0
C10900,18,Month-to-month,Mailed check,112.86,1830.94,1,5,1
C10901,12,Month-to-month,Credit card,71.55,802.04,1,7,0
C10902,25,Month-to-month,Electronic check,63.97,1503.6,0,3,0
C10903,24,Month-to-month,Credit card,62.95,1383.84,0,3,1
C10904,8,Month-to-month,Mailed check,66.75,,0,1,0
C10905,5,Month-to-month,Electronic check,56.32,280.09,1,8,1
C10906,47,One year,Bank transfer,119.94,5823.3,0,6,0
C10907,45,Two year,Electronic check,18.31,745.79,1,3,0
C10908,31,Month-to-month,Credit card,70.52,2398.69,0,1,0
C10909,2,One year,Electronic check,116.9,221.34,1,8,0
C10910,10,Month-to-month,Credit card,118.66,1137.68,0,7,1
C10911,66,Two year,Electronic check,31.04,2184.81,0,5,0
C10912,59,Month-to-month,Credit card,115.42,6460.24,1,4,0
C10913,11,Month-to-month,Electronic check,34.34,397.86,1,7,1
C10914,60,Two year,Electronic check,85.88,5457.37,1,2,0
C10915,8,One year,Credit card,110.84,941.42,1,7,0
C10916,11,Month-to-month,Bank transfer,93.54,1043.93,0,2,1
C10917,48,One year,Electronic check,49.7,2614.55,0,7,0
C10918,16,Month-to-month,Mailed check,28.87,444.91,0,8,0
C10919,28,Month-to-month,Credit card,33.04,970.83,1,3,0
C10920,4,One year,Bank transfer,69.24,304.48,0,5,0
C10921,27,Month-to-month,Credit card,24.0,690.49,1,3,0
C10922,28,One year,Electronic check,112.16,3283.31,0,8,0
C10923,20,Two year,Credit card,52.42,1102.44,1,6,0
C10924,36,Month-to-month,Mailed check,89.51,2984.49,1,2,0
C10925,6,Two year,Bank transfer,64.67,383.51,0,3,0
C10926,26,Month-to-month,Mailed check,93.0,2527.27,0,6,0
C10927,18,Month-to-month,Credit card,87.3,1444.45,0,1,0
C10928,6,Month-to-month,Bank transfer,78.53,447.15,0,7,1
C10929,38,One year,Mailed check,84.59,3392.97,1,2,0
C10930,35,One year,Credit card,55.47,1779.39,0,2,0
C10931,65,Month-to-month,Credit card,45.92,2915.53,0,3,0
C10932,38,One year,Electronic check,51.17,2066.13,0,7,1
C10933,68,One year,Credit card,24.52,1822.65,0,4,0
C10934,23,Month-to-month,Credit card,99.65,2121.8,0,1,1
C10935,71,Month-to-month,Electronic check,26.63,1839.14,0,5,0
C10936,0,Month-to-month,Electronic check,114.51,0.0,1,8,1
C10937,40,Month-to-month,Bank transfer,79.83,3297.05,0,2,1
C10938,18,Month-to-month,Mailed check,115.66,1989.19,0,6,0
C10939,70,Month-to-month,Credit card,84.28,5847.76,0,7,0
C10940,18,Month-to-month,Electronic check,82.22,1543.43,1,4,0
C10941,65,One year,Credit card,101.8,6456.79,1,7,0
C10942,34,Month-to-month,Electronic check,87.77,2882.33,1,2,1
C10943,34,Month-to-month,Mailed check,45.91,1710.63,0,7,0
C10944,15,Month-to-month,Bank transfer,78.06,1177.68,1,2,0
C10945,70,Month-to-month,Electronic check,109.45,8345.69,0,6,0
C10946,68,One year,Credit card,66.64,4086.98,0,5,0
C10947,16,Month-to-month,Bank transfer,23.39,387.58,1,4,0
C10948,56,Two year,Credit card,69.23,3892.85,1,7,0
C10949,29,Month-to-month,Electronic check,114.64,3554.12,1,6,0
C10950,30,Two year,Mailed check,76.68,2325.32,0,5,0
C10951,54,One year,Mailed check,66.92,3262.36,0,7,0
C10952,0,One year,Bank transfer,42.91,0.0,0,8,0
C10953,67,Two year,Mailed check,25.66,1874.8,0,6,0
C10954,47,Two year,Bank transfer,111.23,5008.31,0,2,0
C10955,0,One year,Credit card,40.18,0.0,1,1,0
C10956,62,Month-to-month,Electronic check,80.78,4862.01,1,5,1
C10957,23,Month-to-month,Electronic check,28.34,597.69,1,4,0
C10958,15,Two year,Electronic check,33.87,505.07,1,4,0
C10959,23,Month-to-month,Bank transfer,29.09,623.82,1,8,0
C10960,45,Two year,Mailed check,29.29,1221.48,1,1,0
C10961,4,Month-to-month,Mailed check,114.73,451.68,1,2,0
C10962,16,Month-to-month,Credit card,69.19,,1,3,1
C10963,19,Month-to-month,Electronic check,96.27,1894.36,0,1,1
C10964,1,Month-to-month,Bank transfer,46.79,44.43,0,7,1
C10965,31,Month-to-month,Electronic check,106.15,3092.17,0,7,0
C10966,64,One year,Mailed check,119.24,7052.08,0,4,0
C10967,24,Two year,Credit card,19.8,509.83,0,2,0
C10968,29,Month-to-month,Credit card,66.88,1863.6,1,1,0
C10969,44,One year,Mailed check,50.62,2022.77,0,3,0
C10970,27,Month-to-month,Bank transfer,110.67,2799.74,0,7,0
C10971,38,Month-to-month,Electronic check,87.66,3238.19,0,6,0
C10972,67,One year,Mailed check,84.33,5183.67,0,7,0
C10973,15,Month-to-month,Mailed check,37.68,517.14,1,2,0
C10974,60,Two year,Mailed check,72.42,4021.77,0,1,0
C10975,71,Two year,Bank transfer,63.75,4134.92,0,7,0
C10976,64,One year,Mailed check,79.11,4602.75,0,5,0
C10977,24,One year,Credit card,68.49,1623.29,0,3,0
C10978,49,Month-to-month,Bank transfer,39.11,,0,3,0
C10979,65,Month-to-month,Bank transfer,48.95,3314.27,0,5,0
C10980,5,Month-to-month,Bank transfer,21.99,119.35,0,5,1
C10981,31,Two year,Mailed check,72.53,2308.1,0,6,0
C10982,70,Month-to-month,Mailed check,59.65,,1,6,0
C10983,45,Month-to-month,Bank transfer,36.03,1693.53,0,2,0
C10984,32,Two year,Mailed check,101.32,3092.31,0,6,0
C10985,50,Month-to-month,Mailed check,92.44,4296.92,1,6,0
C10986,58,Month-to-month,Mailed check,37.26,2224.86,1,3,1
C10987,22,Two year,Mailed check,25.08,523.65,0,7,0
C10988,12,One year,Mailed check,92.13,1078.56,0,2,1
C10989,5,Month-to-month,Electronic check,45.3,247.23,0,1,1
C10990,43,Two year,Electronic check,38.64,1766.35,1,8,0
C10991,31,Month-to-month,Bank transfer,82.0,2707.19,0,1,1
C10992,65,Two year,Credit card,32.47,1995.18,0,1,0
C10993,36,Month-to-month,Credit card,88.05,2960.31,0,8,1
C10994,36,Month-to-month,Bank transfer,30.07,1105.15,0,1,0
C10995,23,One year,Mailed check,109.1,2433.21,1,5,0
C10996,47,Two year,Electronic check,98.46,4461.26,0,3,0
C10997,61,Two year,Electronic check,76.94,4308.91,1,3,0
C10998,49,Month-to-month,Credit card,61.23,2783.18,1,6,0
C10999,49,Month-to-month,Credit card,72.95,3492.07,1,4,0
C11000,28,One year,Mailed check,54.89,1494.62,0,1,0
C11001,14,Month-to-month,Bank transfer,54.81,761.26,0,5,0
C11002,53,Month-to-month,Mailed check,23.7,1372.18,0,2,0
C11003,3,One year,Credit card,55.91,166.95,0,2,0
C11004,18,Month-to-month,Electronic check,42.99,719.61,0,7,1
C11005,67,One year,Bank transfer,65.96,4668.04,1,8,0
C11006,19,Month-to-month,Electronic check,79.63,1364.96,0,3,0
C11007,58,One year,Bank transfer,111.75,6382.55,1,4,0
C11008,66,Month-to-month,Mailed check,93.8,5842.76,1,1,0
C11009,71,One year,Electronic check,101.29,6922.9,1,8,0
C11010,21,Month-to-month,Bank transfer,83.96,1625.07,0,5,1
C11011,42,Month-to-month,Bank transfer,34.6,1369.47,0,2,1
C11012,24,One year,Electronic check,42.51,1033.25,0,1,0
C11013,40,Month-to-month,Bank transfer,18.86,823.61,1,5,0
C11014,50,One year,Mailed check,89.67,4400.36,0,6,0
C11015,19,Month-to-month,Credit card,66.65,1180.55,0,5,0
C11016,11,Two year,Mailed check,108.21,1307.77,0,3,0
C11017,66,Two year,Bank transfer,63.64,4024.54,0,6,0
C11018,5,Two year,Credit card,42.39,214.79,0,3,0
C11019,1,Month-to-month,Bank transfer,73.81,67.82,0,8,1
C11020,20,Month-to-month,Bank transfer,54.04,1126.34,0,3,0
C11021,32,One year,Credit card,84.33,2953.13,0,2,0
C11022,36,Month-to-month,Mailed check,62.96,2077.75,1,6,0
C11023,5,One year,Electronic check,93.59,435.62,0,1,1
C11024,72,Month-to-month,Electronic check,40.75,2845.36,1,2,0
C11025,59,Month-to-month,Mailed check,92.64,5137.24,1,7,0
C11026,62,Month-to-month,Credit card,29.66,1855.5,1,1,0
C11027,27,Month-to-month,Electronic check,118.76,3486.42,1,1,1
C11028,60,Month-to-month,Mailed check,106.54,6075.43,1,5,0
C11029,35,Month-to-month,Bank transfer,107.13,3768.13,1,7,0
C11030,6,Month-to-month,Credit card,52.89,298.21,1,3,0
C11031,68,One year,Mailed check,116.49,8574.98,1,6,0
C11032,71,One year,Mailed check,25.94,1902.17,0,6,0
C11033,40,Month-to-month,Credit card,113.25,4179.93,1,6,0
C11034,66,One year,Credit card,114.22,7747.96,0,8,0
C11035,24,Month-to-month,Mailed check,79.3,1792.72,0,6,1
C11036,1,Month-to-month,Bank transfer,19.65,20.43,1,2,0
C11037,52,Month-to-month,Credit card,71.36,4027.13,1,2,0
C11038,70,One year,Credit card,56.92,4145.44,1,5,0
C11039,12,Two year,Electronic check,27.14,299.86,0,7,0
C11040,69,Month-to-month,Credit card,69.34,5121.0,0,5,0
C11041,70,Month-to-month,Mailed check,105.35,8064.19,0,6,0
C11042,50,Month-to-month,Bank transfer,97.78,5260.18,1,5,0
C11043,53,One year,Electronic check,109.82,5256.49,1,1,0
C11044,66,Two year,Bank transfer,52.18,3482.27,1,4,0
C11045,50,Two year,Credit card,31.14,1526.83,1,3,0
C11046,29,Month-to-month,Mailed check,69.43,2149.31,1,5,1
C11047,11,Month-to-month,Credit card,19.18,215.96,0,1,0
C11048,48,Month-to-month,Mailed check,118.31,5383.26,1,3,0
C11049,68,Two year,Credit card,96.58,,0,5,0
C11050,13,Month-to-month,Electronic check,28.92,405.63,1,5,1
C11051,46,Two year,Mailed check,57.86,2615.65,1,1,0
C11052,26,One year,Credit card,108.75,2646.43,1,3,1
C11053,72,One year,Electronic check,29.96,2150.18,1,6,0
C11054,20,Month-to-month,Bank transfer,112.51,2266.38,0,1,1
C11055,27,Two year,Electronic check,109.65,2746.54,0,6,1
C11056,16,Month-to-month,Credit card,38.32,638.64,0,6,0
C11057,63,Month-to-month,Credit card,112.08,6634.38,1,3,0
C11058,50,Month-to-month,Bank transfer,34.9,1721.78,0,8,0
C11059,34,Two year,Electronic check,79.94,2754.46,1,4,0
C11060,8,Month-to-month,Electronic check,115.73,887.6,1,7,0
C11061,67,Month-to-month,Electronic check,29.69,2104.96,1,7,0
C11062,47,Month-to-month,Bank transfer,30.47,1494.19,1,1,0
C11063,41,Two year,Electronic check,57.33,2163.86,0,4,0
C11064,9,One year,Credit card,87.58,837.62,1,6,0
C11065,63,Month-to-month,Bank transfer,60.97,3588.47,0,8,0
C11066,2,Month-to-month,Electronic check,110.99,237.15,1,3,1
C11067,67,Month-to-month,Electronic check,25.08,1755.39,0,7,0
C11068,51,Month-to-month,Bank transfer,68.37,3346.31,0,7,0
C11069,15,Two year,Electronic check,20.99,292.1,0,1,0
C11070,55,Month-to-month,Electronic check,37.5,2241.57,1,1,0
C11071,5,Month-to-month,Bank transfer,25.65,122.35,1,7,1
C11072,58,Month-to-month,Bank transfer,105.91,6349.47,1,8,0
C11073,61,One year,Bank transfer,50.83,2847.49,1,4,0
C11074,45,One year,Mailed check,85.27,3511.1,0,2,0
C11075,27,Month-to-month,Credit card,37.17,945.11,0,6,0
C11076,40,One year,Bank transfer,90.27,3909.86,0,2,0
C11077,57,Two year,Mailed check,97.56,5313.84,0,2,0
C11078,13,Month-to-month,Electronic check,93.99,,0,1,1
C11079,67,Month-to-month,Bank transfer,30.07,1987.08,0,6,0
C11080,65,Month-to-month,Credit card,45.8,3065.49,0,1,0
C11081,37,Month-to-month,Mailed check,78.59,2680.55,1,7,1
C11082,14,Month-to-month,Electronic check,109.3,1397.33,1,4,1
C11083,51,Month-to-month,Electronic check,40.43,1940.57,1,8,0
C11084,36,One year,Bank transfer,92.86,3345.13,0,3,0
C11085,39,Two year,Mailed check,35.36,1292.81,0,3,0
C11086,1,One year,Credit card,52.07,56.04,0,5,1
C11087,1,One year,Credit card,77.48,,1,4,1
C11088,37,Two year,Mailed check,95.01,3377.99,0,2,0
C11089,44,Two year,Bank transfer,85.67,3738.38,1,6,0
C11090,42,Two year,Credit card,29.5,1357.61,0,3,0
C11091,18,Month-to-month,Electronic check,42.93,727.35,1,6,1
C11092,48,One year,Bank transfer,107.47,4916.43,1,3,0
C11093,50,One year,Bank transfer,49.55,2643.08,0,6,0
C11094,72,Two year,Bank transfer,47.42,3705.98,0,8,0
C11095,66,Two year,Mailed check,48.97,3425.8,1,2,0
C11096,36,Two year,Electronic check,23.43,,1,1,0
C11097,32,Month-to-month,Bank transfer,98.1,3273.05,0,2,1
C11098,55,One year,Electronic check,47.66,2848.27,0,8,0
C11099,49,Month-to-month,Electronic check,109.09,4996.14,1,5,0
C11100,17,One year,Mailed check,43.5,710.08,1,4,0
C11101,59,Month-to-month,Credit card,97.81,5353.69,1,2,0
C11102,45,Month-to-month,Credit card,65.59,2672.73,1,8,0
C11103,53,Month-to-month,Mailed check,80.75,4348.5,1,4,0
C11104,72,Two year,Electronic check,95.04,6710.05,1,3,1
C11105,66,Month-to-month,Electronic check,26.64,1699.68,1,2,0
C11106,61,One year,Electronic check,30.39,1859.82,0,4,0
C11107,17,Month-to-month,Mailed check,48.69,878.32,1,1,0
C11108,8,Month-to-month,Electronic check,71.02,523.12,0,4,1
C11109,50,Month-to-month,Electronic check,48.59,2585.12,1,3,0
C11110,56,Two year,Electronic check,62.1,3228.39,0,3,0
C11111,65,One year,Mailed check,66.57,4472.04,1,5,0
C11112,35,Month-to-month,Electronic check,65.32,2070.37,1,3,0
C11113,1,One year,Electronic check,83.8,90.64,1,1,0
C11114,58,Month-to-month,Mailed check,54.49,3414.87,0,6,0
C11115,22,One year,Bank transfer,84.91,1948.41,1,8,0
C11116,38,Two year,Electronic check,111.45,4626.89,1,7,0
C11117,64,One year,Bank transfer,31.2,2030.54,1,6,0
C11118,3,Two year,Mailed check,41.63,135.74,0,8,0
C11119,30,Month-to-month,Mailed check,92.27,3001.94,1,7,1
C11120,4,Two year,Electronic check,63.04,273.52,1,1,0
C11121,48,Month-to-month,Mailed check,37.96,1887.26,1,8,0
C11122,55,Two year,Mailed check,26.77,1385.05,0,2,0
C11123,46,One year,Electronic check,52.75,2587.82,1,4,0
C11124,45,Month-to-month,Mailed check,99.76,4601.85,1,7,0
C11125,16,One year,Bank transfer,28.29,,1,4,0
C11126,37,Two year,Bank transfer,57.82,2298.7,1,2,0
C11127,68,One year,Bank transfer,58.72,4059.06,0,2,0
C11128,3,Month-to-month,Credit card,44.61,124.18,1,1,0
C11129,7,Month-to-month,Electronic check,100.18,768.73,0,6,0
C11130,10,Two year,Credit card,114.55,1054.79,1,1,0
C11131,44,Month-to-month,Bank transfer,97.72,4670.52,0,1,1
C11132,25,Month-to-month,Credit card,87.56,1992.93,0,8,0
C11133,55,One year,Mailed check,29.79,1589.88,0,6,0
C11134,30,Month-to-month,Electronic check,41.17,1327.3,0,1,1
C11135,7,Month-to-month,Mailed check,46.82,334.45,1,6,0
C11136,16,One year,Credit card,85.07,1293.12,0,2,0
C11137,45,Two year,Mailed check,63.24,3005.28,1,6,0
C11138,67,Two year,Bank transfer,89.17,5791.14,0,1,0
C11139,62,Month-to-month,Mailed check,111.03,7216.91,0,5,0
C11140,18,Month-to-month,Mailed check,89.23,1452.36,1,2,0
C11141,49,Month-to-month,Electronic check,24.09,1066.82,1,8,0
C11142,28,Month-to-month,Mailed check,85.31,2164.77,0,5,0
C11143,43,Two year,Bank transfer,100.64,4189.86,0,1,0
C11144,54,One year,Electronic check,100.35,5807.45,1,5,0
C11145,72,One year,Bank transfer,34.58,2612.07,1,8,0
C11146,1,Month-to-month,Bank transfer,26.72,25.85,0,5,1
C11147,46,Month-to-month,Bank transfer,97.81,4325.49,0,2,0
C11148,22,Month-to-month,Electronic check,62.87,1512.02,1,1,0
C11149,27,Month-to-month,Electronic check,46.2,1232.54,1,2,0
C11150,33,Two year,Mailed check,41.2,1460.55,0,3,0
C11151,4,Month-to-month,Credit card,77.15,281.49,0,4,0
C11152,32,Month-to-month,Bank transfer,73.13,2269.83,0,4,1
C11153,65,Month-to-month,Mailed check,51.23,3044.5,1,7,0
C11154,3,Month-to-month,Bank transfer,52.17,155.59,1,6,0
C11155,20,Month-to-month,Bank transfer,112.89,2307.04,0,2,0
C11156,65,One year,Bank transfer,113.87,7634.05,1,1,0
C11157,10,Two year,Mailed check,75.67,809.31,1,2,0
C11158,60,One year,Credit card,50.33,3268.07,0,5,0
C11159,46,Month-to-month,Bank transfer,94.32,4291.0,0,4,0
C11160,10,Month-to-month,Electronic check,111.29,1101.54,1,4,1
C11161,16,Two year,Mailed check,97.2,1588.03,1,3,0
C11162,15,Month-to-month,Credit card,69.51,1070.31,0,8,0
C11163,58,Month-to-month,Electronic check,60.7,3257.54,1,2,1
C11164,21,Two year,Mailed check,70.52,1437.79,1,7,0
C11165,37,Month-to-month,Bank transfer,78.33,2651.14,0,1,0
C11166,52,One year,Credit card,47.51,2585.87,1,3,0
C11167,65,Month-to-month,Electronic check,78.54,4981.94,1,8,0
C11168,35,Two year,Electronic check,41.69,1327.33,1,6,0
C11169,65,Two year,Credit card,47.1,3219.04,1,6,0
C11170,26,Month-to-month,Bank transfer,76.66,1932.31,1,2,1
C11171,62,Month-to-month,Mailed check,47.42,3189.66,1,2,0
C11172,26,One year,Mailed check,20.79,,0,4,0
C11173,26,Month-to-month,Credit card,92.67,2310.61,0,8,1
C11174,15,Month-to-month,Credit card,68.31,1125.7,0,3,0
C11175,45,Two year,Mailed check,92.19,4154.41,1,3,0
C11176,65,One year,Electronic check,90.09,5777.82,1,1,0
C11177,40,Month-to-month,Electronic check,114.82,4259.25,0,4,0
C11178,25,Month-to-month,Mailed check,67.42,1612.21,0,8,1
C11179,66,Two year,Mailed check,18.33,1223.75,0,8,0
C11180,53,One year,Credit card,82.36,4351.32,0,6,0
C11181,38,Two year,Bank transfer,86.13,3336.99,1,7,0
C11182,28,Month-to-month,Bank transfer,60.8,1616.39,1,6,0
C11183,40,One year,Bank transfer,89.09,3806.01,0,8,0
C11184,30,Month-to-month,Bank transfer,69.76,2118.86,1,1,0
C11185,52,Month-to-month,Credit card,61.37,3043.37,1,1,0
C11186,5,Month-to-month,Credit card,40.57,214.19,0,4,1
C11187,42,Month-to-month,Electronic check,114.93,4431.49,0,7,0
C11188,70,Month-to-month,Electronic check,70.9,5444.63,1,4,0
C11189,29,Month-to-month,Mailed check,110.89,3032.9,1,7,0
C11190,4,Two year,Electronic check,69.15,257.62,1,1,0
C11191,31,Month-to-month,Electronic check,100.93,2898.04,1,7,0
C11192,10,Month-to-month,Credit card,20.06,210.06,0,2,0
C11193,39,One year,Credit card,70.26,2616.31,0,5,0
C11194,60,Month-to-month,Credit card,27.49,1643.91,1,5,0
C11195,31,Month-to-month,Credit card,92.21,,1,2,0
C11196,29,Month-to-month,Credit card,75.44,2031.89,1,6,0
C11197,71,Month-to-month,Credit card,78.53,5467.68,0,3,0
C11198,72,One year,Electronic check,96.28,6670.76,1,7,0
C11199,41,One year,Credit card,106.89,4606.03,1,4,0
C11200,40,Two year,Mailed check,50.83,2204.49,1,2,0
C11201,16,One year,Mailed check,71.03,1067.69,0,3,0
C11202,54,Month-to-month,Credit card,32.27,1571.55,1,7,0
C11203,34,Month-to-month,Bank transfer,75.51,2459.61,0,3,0
C11204,47,Month-to-month,Bank transfer,66.16,3375.12,0,6,0
C11205,17,Month-to-month,Credit card,19.0,300.41,1,3,1
C11206,39,One year,Mailed check,88.79,3182.12,1,6,0
C11207,8,Month-to-month,Mailed check,53.19,406.34,0,4,0
C11208,39,Month-to-month,Credit card,113.3,4500.57,0,2,1
C11209,22,Month-to-month,Electronic check,30.92,690.53,1,6,0
C11210,60,Month-to-month,Electronic check,97.9,6378.63,0,2,0
C11211,60,Two year,Bank transfer,25.93,1559.44,0,3,0
C11212,41,Month-to-month,Electronic check,42.56,1840.56,1,7,0
C11213,66,Month-to-month,Electronic check,108.1,7770.28,0,3,0
C11214,55,One year,Credit card,88.9,4946.13,1,2,0
C11215,3,Two year,Credit card,96.62,273.27,1,7,0
C11216,24,Month-to-month,Mailed check,113.19,,0,4,0
C11217,39,Month-to-month,Bank transfer,111.41,3939.63,0,5,1
C11218,5,Two year,Bank transfer,45.97,246.55,0,1,0
C11219,58,Month-to-month,Credit card,94.49,5337.42,0,1,0
C11220,22,Two year,Mailed check,26.45,575.31,0,1,0
C11221,69,Month-to-month,Mailed check,84.82,6247.36,0,6,0
C11222,21,Two year,Bank transfer,70.67,1584.31,1,7,0
C11223,64,Month-to-month,Bank transfer,26.56,1623.53,1,1,0
C11224,22,One year,Electronic check,49.74,1059.58,1,2,0
C11225,72,Two year,Electronic check,29.86,2248.62,0,3,0
C11226,2,One year,Electronic check,40.19,73.65,1,8,0
C11227,24,One year,Mailed check,49.67,1115.31,1,5,0
C11228,28,Two year,Bank transfer,108.12,2881.66,0,5,0
C11229,45,One year,Bank transfer,96.78,3951.58,1,3,0
C11230,68,One year,Credit card,53.39,3515.93,1,4,0
C11231,34,Month-to-month,Mailed check,44.34,1366.29,1,5,0
C11232,23,Month-to-month,Credit card,77.86,1847.48,1,7,0
C11233,13,One year,Electronic check,34.19,429.95,1,6,0
C11234,45,Month-to-month,Credit card,73.77,3524.95,0,8,0
C11235,55,One year,Credit card,103.08,5783.86,1,6,0
C11236,5,Two year,Mailed check,95.84,472.1,0,7,0
C11237,3,Month-to-month,Mailed check,112.08,311.35,0,3,1
C11238,11,Month-to-month,Mailed check,99.75,1023.81,1,7,1
C11239,22,Month-to-month,Electronic check,36.83,743.85,0,7,1
C11240,47,Month-to-month,Mailed check,53.16,2597.85,1,7,0
C11241,59,One year,Electronic check,57.53,3326.31,1,3,0
C11242,54,One year,Electronic check,53.38,3104.81,0,4,0
C11243,46,Month-to-month,Electronic check,80.28,3800.4,1,2,1
C11244,27,Month-to-month,Electronic check,52.64,1322.0,0,7,0
C11245,61,Month-to-month,Credit card,36.31,2199.37,1,2,0
C11246,12,One year,Credit card,99.96,1156.1,0,3,0
C11247,58,Month-to-month,Credit card,61.09,3490.06,0,5,0
C11248,57,Month-to-month,Credit card,90.63,5460.88,1,2,0
C11249,49,Two year,Electronic check,33.34,1534.86,1,5,0
C11250,58,Month-to-month,Credit card,46.73,2688.79,0,8,1
C11251,47,Month-to-month,Bank transfer,86.85,,0,5,0
C11252,41,Month-to-month,Electronic check,78.77,3249.77,1,1,0
C11253,68,Month-to-month,Mailed check,82.56,5440.48,1,5,0
C11254,67,One year,Electronic check,25.81,1607.1,1,1,0
C11255,12,Month-to-month,Electronic check,52.45,616.91,1,7,1
C11256,10,Two year,Credit card,116.45,1279.77,0,5,0
C11257,31,One year,Electronic check,56.17,1832.07,1,4,0
C11258,23,Month-to-month,Electronic check,79.67,,0,5,1
C11259,53,One year,Bank transfer,45.24,2264.08,1,2,0
C11260,8,One year,Credit card,77.97,620.72,1,7,0
C11261,40,Month-to-month,Credit card,33.48,1347.84,1,4,0
C11262,51,Month-to-month,Electronic check,82.4,3956.6,1,2,0
C11263,37,One year,Credit card,86.8,3291.8,0,3,0
C11264,55,Month-to-month,Electronic check,94.64,5714.98,1,8,0
C11265,48,One year,Electronic check,27.89,1470.49,0,4,0
C11266,20,One year,Credit card,74.11,1457.95,1,4,0
C11267,46,One year,Bank transfer,69.24,3413.76,1,4,0
C11268,57,Month-to-month,Mailed check,58.81,3528.45,0,6,0
C11269,12,Month-to-month,Credit card,117.37,1446.87,1,4,0
C11270,64,Two year,Credit card,114.44,6835.58,1,4,0
C11271,47,Month-to-month,Credit card,74.31,3463.07,0,3,0
C11272,60,Two year,Mailed check,50.92,3296.22,1,2,0
C11273,31,One year,Credit card,118.95,3687.61,0,8,1
C11274,42,Two year,Mailed check,42.98,1894.92,0,1,0
C11275,66,Two year,Credit card,25.18,1789.3,1,5,0
C11276,68,One year,Credit card,67.04,4842.88,0,5,0
C11277,5,Month-to-month,Credit card,61.72,286.75,0,2,1
C11278,14,One year,Bank transfer,60.12,911.2,1,3,0
C11279,12,Month-to-month,Electronic check,64.74,816.81,1,4,1
C11280,42,One year,Bank transfer,75.96,2965.74,0,3,0
C11281,47,One year,Bank transfer,49.28,2304.71,0,5,0
C11282,16,Month-to-month,Bank transfer,105.63,1530.54,1,4,1
C11283,1,Month-to-month,Credit card,66.65,68.57,0,6,0
C11284,66,Month-to-month,Credit card,84.13,5534.81,1,3,0
C11285,8,Month-to-month,Bank transfer,39.06,319.27,0,5,0
C11286,25,Month-to-month,Credit card,76.08,1993.82,0,4,0
C11287,12,Two year,Electronic check,45.69,542.43,0,1,0
C11288,23,One year,Mailed check,41.29,862.34,1,3,0
C11289,11,One year,Electronic check,110.43,1108.04,0,5,1
C11290,61,Month-to-month,Electronic check,50.52,3068.34,0,4,0
C11291,12,Month-to-month,Mailed check,79.03,963.86,1,1,0
C11292,56,One year,Mailed check,78.07,4154.85,1,1,0
C11293,22,Month-to-month,Credit card,70.45,1663.74,1,5,0
C11294,71,Month-to-month,Credit card,29.37,1879.46,0,8,0
C11295,63,Month-to-month,Electronic check,95.56,6532.36,1,2,0
C11296,68,Two year,Mailed check,97.44,6370.42,0,4,0
C11297,60,Month-to-month,Bank transfer,112.61,6518.45,0,3,0
C11298,21,Two year,Mailed check,51.22,1135.8,1,7,0
C11299,60,Two year,Bank transfer,55.82,3501.06,1,6,0
C11300,39,Month-to-month,Credit card,95.79,3403.55,0,7,0
